thuyg20_data\F001_001.wav	biz nechche yil tirishish arqiliq bu qaqas yerni axiri munbet étizgha aylandurduq
thuyg20_data\F001_062.wav	sen bu ishni yaxshiraq oylan’ghin
thuyg20_data\F001_061.wav	sa’et mayatniki tekshi awaz chiqarmaqta
thuyg20_data\F001_063.wav	öyimizde bir omaq müshük baqtuq
thuyg20_data\F001_065.wav	ijtima’iy exlaqqa ri’aye qilmighan adem tolimu yirginchliktur
thuyg20_data\F001_066.wav	oqutquchining qoli boshighanda andin sorayli
thuyg20_data\F001_067.wav	bu qoralliq saqchi jengchisi tazimu bestlik iken
thuyg20_data\F001_068.wav	biz partiye xelqqe semimiy sadaqetmen bolushimiz lazim
thuyg20_data\F001_069.wav	u intayin yawash ezeldin bashqilar bilen jédelleshmeydu
thuyg20_data\F001_070.wav	sen razi bolsangla boldi men azraq riyazet cheksemmu kari chaghliq
thuyg20_data\F001_071.wav	bilim az azdin toplinidu
thuyg20_data\F001_073.wav	tékistni baghlashturup oqush üzüldürmeslik kérek
thuyg20_data\F001_072.wav	u manga soghuqqina bir qarap qoydi
thuyg20_data\F002_001.wav	bu dez taxtayning otturisida iken
thuyg20_data\F002_003.wav	özüng qilalaydighan ishni imkanqeder özüng ishle bashqilarni aware qilma
thuyg20_data\F001_074.wav	nenpu chong köwrüki xuang pujyangning sherqi bilen gherbini tutashturup turidu
thuyg20_data\F002_002.wav	zéminni qoyuq tuman qaplap héch némini perq etkili bolmaytti
thuyg20_data\F002_010.wav	oqutquchining bu sözliri köpchilikni ganggirashtin xalas qildi
thuyg20_data\F002_007.wav	bashqilarning telipini qandurup qiyinchiliqini hel qilip bérishmu köngüllük ishtur
thuyg20_data\F002_005.wav	gümürülgen lay tupraq tagh étikidiki tashyolni kömüwetti
thuyg20_data\F002_006.wav	men yazliq tetilde matématikini qétirqinip ögenmekchimen
thuyg20_data\F002_011.wav	jinayetchilerning chirayliq gepliri salmaq zérek jama’et xewpsizliki saqchilirini qaymuqturalmaydu
thuyg20_data\F002_013.wav	birdemning ichide jahanni qara bulut qaplap yamghur chéleklep quyghandek töküwetti
thuyg20_data\F002_014.wav	hösn tüzetkendin kéyin uning chirayi xéli yaxshi bolup qaldi
thuyg20_data\F002_012.wav	derya yüzini tuman qaplap ketkechke kémiler toxtashqa mejbur boldi
thuyg20_data\F002_017.wav	élandiki xetler tutuqliship kétiptu
thuyg20_data\F002_018.wav	heq naheqni hergiz arilashturuwetmeslik kérek
thuyg20_data\F002_015.wav	yéngi dewrge qedem qoyghandin buyan wetinimizning qiyapitide intayin zor özgirishler boldi
thuyg20_data\F002_016.wav	japaliq muhitta chéniqturushmu talant igilirini yétildürüshining bir xil yoli
thuyg20_data\F002_020.wav	bizning öyge kélishing asan emes ikkimiz bügün obdan paranglishayli
thuyg20_data\F002_019.wav	uning oqi nishan’gha tegdi
thuyg20_data\F002_021.wav	u adette tiriship öginidiken netijisining yaxshi bolushidin ejeblenmisekmu bolghudek
thuyg20_data\F002_022.wav	kona jem’iyette emgekchi xelqning kün almiqi tes idi
thuyg20_data\F002_023.wav	bu qétimqi sayahette kishide untulghusiz tesir qaldurghini heywetlik seddichin sépili boldi
thuyg20_data\F002_025.wav	bu xizmetni osman’gha tapshurayli u salmaq qabiliyetlik bu xizmetni choqum yaxshi ishliyeleydu
thuyg20_data\F002_026.wav	jahan’girlarning tajawuzchiliqi junggo xelqning tajawuzchiliqqa qarshi ghezep otini tutashturdi
thuyg20_data\F002_024.wav	u sözide kishiler köngül bölüwatqan mezmun’gha bérip taqaldi
thuyg20_data\F002_027.wav	saqchi kaltiki ésiwalghan charlash saqchiliri chong kochini kéche kündüz charlap yüridu
thuyg20_data\F002_028.wav	méning ittipaqqa kirish iltimasim ittipaq komitéti teripidin testiqlandi
thuyg20_data\F002_030.wav	bir dem saqlang qoruma hazirla teyyar bolidu
thuyg20_data\F002_029.wav	bu zawut bek chette bolghachqa ishchi xizmetchilerning ishqa bérip kélishige tolimu qulaysiz iken
thuyg20_data\F002_031.wav	kelkündin kéyin deryada derex shaxliri lawa latqa we taxtaylar leylep yüretti
thuyg20_data\F002_034.wav	alaqidar kélishimlerni buzidighan ishlarni qilmighininglar yaxshi
thuyg20_data\F002_033.wav	men adette chüshlük tamaqqa öyge barmaymen
thuyg20_data\F002_032.wav	uning jan pidaliq bilen xizmet qilish rohi menggü öginishimizge erziydu
thuyg20_data\F002_035.wav	kéwez ghozisi pishqanda posti yérilidu
thuyg20_data\F002_037.wav	weten we xelq yash ewladlardin intayin zor ümid kütmekte
thuyg20_data\F002_038.wav	jang mu’ellim adette qattiq qoldek qilghan bilen emeliyette intayin aq köngül adem
thuyg20_data\F002_036.wav	ular otturisidiki dostane munasiwet shuningdin étibaren buzuldi
thuyg20_data\F002_039.wav	béliqning leyligüchige tayinip leylishi we chöküshi kishilerning su asti kémisini ijad qilishigha ilham bolghan
thuyg20_data\F002_042.wav	men rehberliktin xizmetler heqqide da’im yolyoruq soraymen
thuyg20_data\F002_041.wav	köl süyi süpsüzük bolup top top béliqlar uyaqtin-buyaqqa üzüshüp yüridu
thuyg20_data\F002_040.wav	lénin bir epchil chare bilen hesel herisi baqquchining öyini tézla tépiwaldi
thuyg20_data\F002_043.wav	düshmen’ge bash egkenlik inqilabqa asiyliq qilghanliqtur
thuyg20_data\F002_045.wav	qizil armiye ademzatsiz keng otlaqta kétip baratti
thuyg20_data\F002_044.wav	kona sheher rayonini özgertishke xéli köp meblegh kemlik qilidu
thuyg20_data\F002_046.wav	méning taqitim cheklik
thuyg20_data\F002_047.wav	mu’ellim bizge taziliq wezipisi orunlashturdi
thuyg20_data\F002_048.wav	zawut bashliqi meshghulat waqtini öz aldigha özgertmeslik kéreklikini qayta qayta tekitlidi
thuyg20_data\F002_050.wav	bu bir yürüsh yéngi kiyimni kiyishke momamning közi qiymay keldi
thuyg20_data\F002_049.wav	sey tuzsizraq bolsun tüzni azraq salghin
thuyg20_data\F002_051.wav	uning yurtigha chongqur muhebbiti bar
thuyg20_data\F002_052.wav	küreshning chongqurlishishigha egiship muqerrer halda nurghunlighan yéngi ziddiyetler barliqqa kélidu
thuyg20_data\F002_054.wav	ot chöplerdiki shebnem tamchiliri puchqaqlirimni höl qiliwetti
thuyg20_data\F002_053.wav	mu’ellim bu mesile heqqide chongqur tehlil yürgüzdi
thuyg20_data\F002_055.wav	bu bir meydan putbol musabiqiside a komanda utturup qoydi
thuyg20_data\F002_057.wav	tenterbiye oqutquchisi qosh tornikta putni ikki yaqqa kérip olturush herikitidin ülge körsetti
thuyg20_data\F002_058.wav	siler pakitni otturigha qoyushunglar dawli sözlishinglar lazim
thuyg20_data\F002_059.wav	qerz bergen pulni yanduruwélish kérek
thuyg20_data\F002_060.wav	oqutquchi öz pikiride yéniwaldi
thuyg20_data\F003_001.wav	bu généralni jengchiler bek hörmetleydu
thuyg20_data\F003_002.wav	hemmimiz ashliqni qedirleyli
thuyg20_data\F003_003.wav	junggo xelqi tötni zamaniwilashturush nishanigha qarap merdanilik bilen algha basmaqta
thuyg20_data\F002_061.wav	héliqi yaymichi da’im neyreng ishlitip xéridarlarni aldaydu
thuyg20_data\F003_006.wav	bu qoy padisini ular jénidinmu eziz köridu
thuyg20_data\F003_007.wav	ustaz hünirini qilche élip qalmay shagirtigha ögitip qoydi
thuyg20_data\F003_008.wav	wetenni qoghdash her bir puqraning muqeddes burchi
thuyg20_data\F003_005.wav	bu guruppida öz’ara yardem bérish bir xil keypiyatqa aylandi
thuyg20_data\F003_010.wav	iradisiz ademning kesipte zor muweppeqiyet qazinishi mumkin emes
thuyg20_data\F003_017.wav	qiyasimche u bügün kelmeydu
thuyg20_data\F003_014.wav	biz merkiziy xelq radi’o istansisi anglatqan xewerlerni her küni anglaymiz
thuyg20_data\F003_016.wav	u weten üchün xelq üchün öchmes töhpe yaratti
thuyg20_data\F003_018.wav	dölet bayrimini qarshi élish üchün hörmet qarawuli etritidikiler köp qétim meshiq qildi
thuyg20_data\F003_020.wav	bu oghrilar kündüzi pilanlap kéchisi oghriliq qilidu
thuyg20_data\F003_019.wav	u layihilesh élip barghanda haman özi inchikilik bilen ölcheydu we hésablaydu
thuyg20_data\F003_021.wav	a’ilimizning a’ilenglargha bolghan ademgerchilik qerzini ömür boyi qayturup bolalmaymiz
thuyg20_data\F003_022.wav	men da’im baghchigha bérip beden chéniqturimen
thuyg20_data\F003_024.wav	u bizning tonushturushimizni anglighandin kéyin jimip ketti
thuyg20_data\F003_023.wav	bashqilarni mesxire qilish we bashqilargha tene gep qilish uning eng chong kemchilikidur
thuyg20_data\F003_025.wav	uning idiye jehettiki bésimi bek éghir bolghachqa kün boyi köngli perishan halda yüridu
thuyg20_data\F003_027.wav	biz hoquqtin behrimen bolupla qalmay mejburiyetnimu üstimizge élishimiz lazim
thuyg20_data\F003_028.wav	u chöchügen halda yarisi éghirmu dep soridi
thuyg20_data\F003_026.wav	etiyazda tikken aq mixéliye derexliri nahayiti téz östi
thuyg20_data\F003_029.wav	bu abzasning menisi ikkinchi abzas bilen oxshash bolup qéliptu
thuyg20_data\F003_030.wav	jenggiwarliqni kücheytish üchün qoshunimizni choqum saghlamlashturushimiz lazim
thuyg20_data\F003_031.wav	ishik tüwide yatqan héliqi adem qattiq xorek tartatti
thuyg20_data\F003_037.wav	moma astiraq ménging yiqilip chüshüshtin pexes bulung
thuyg20_data\F003_034.wav	men yazliq tetilde turpan’gha bérip sayahet qilishni oylawatimen
thuyg20_data\F003_039.wav	u matériyal yighishta intayin tepsiliy bolup azghina nerse bolsimu ötküzüwetmeydu
thuyg20_data\F003_038.wav	men sinip hey’iti bolush riqabitige qatniship axir saylandim
thuyg20_data\F003_041.wav	u addiy dukanning ishik aldigha zinnetlesh üchün bir jüp tash shir qoyulghan idi
thuyg20_data\F003_040.wav	qatmuqat néluper gülining u yer bu yéride aq chéchekler zinnetlep turatti
thuyg20_data\F003_042.wav	sen bashqilarning nersisini oghrilap yéyishke pétinipsen bu némidégen shermendichilik
thuyg20_data\F003_043.wav	sen yüzüngning tökülüshidin qorqmay xata ish qilghan bilen men sen üchün xijil boluwatimen
thuyg20_data\F003_046.wav	yalghuz özüm dérize tüwide tolun aygha qarap yiraqtiki dostumni eslidim
thuyg20_data\F003_047.wav	yéqinda afriqida yene bir dölet musteqilliq élan qildi
thuyg20_data\F003_051.wav	mushu nechche kündin béri u özini mendin qachurupla yürüwatidu
thuyg20_data\F003_053.wav	dölitimizning qatnash ishliri kündin kün’ge rawajliniwatidu
thuyg20_data\F003_048.wav	azadliq armiye changjyang deryasidin heywet bilen ötüp nenjingni azad qildi
thuyg20_data\F003_054.wav	men uning imtihanda jiddiyliship qollirining titrewatqanliqini sezdim
thuyg20_data\F003_055.wav	bi’aramliqtin uning mijezi tolimu qopalliship ketti
thuyg20_data\F003_058.wav	changjyang déltisigha kiridighan da’ire nahayiti keng
thuyg20_data\F003_060.wav	bu bir meydan putbol musabiqisi axirlashqandila méning jiddiylishishimmu peseydi
thuyg20_data\F003_059.wav	düshmenning ushtumtut hujum qilishidin saqlinish üchün ammini derhal yötkep chiqip kétishimiz lazim
thuyg20_data\F003_061.wav	bu baligha köprek köngül bölüp qoyarsiz
thuyg20_data\F003_062.wav	dölitimizning her qaysi jaylirida nopusning jaylishish ehwali oxshashmaydu
thuyg20_data\F003_064.wav	düshmenning tashyol boylap qachqini éniq téz qoghlayli
thuyg20_data\F003_063.wav	chong kichik su ambarliri wetinimizning zéminigha xuddi sansizlighan yultuzlardek tarqalghan
thuyg20_data\F003_065.wav	bek chéchilmay yéqinraq olturunglar
thuyg20_data\F003_068.wav	men pi’onérlar etritige qatnashqanda kommunizm ishliri üchün küresh qilimen dep qesemyad qildim
thuyg20_data\F003_067.wav	qizil armiye düshmenning üch qétimliq hujumini tarmar qildi
thuyg20_data\F003_066.wav	düshmenning ushtumtut hujum qilish suyiqesti üzül késil berbat boldi
thuyg20_data\F003_071.wav	xangjudiki shixu kölining menzirisi sürettek güzel paniy dunyadiki jennet dégen nami bar
thuyg20_data\F003_072.wav	qandaqla dégenbilen xataliqingdin téniwalalmaysen
thuyg20_data\F003_069.wav	bu qétimqi boran chapqun döletning mal mülkini éghir ziyan’gha uchratti
thuyg20_data\F003_070.wav	muresse qilish arqiliq bir meydan malimanchiliq bésiqturuldi
thuyg20_data\F003_074.wav	ötken ishlar yene köz aldimgha keldi
thuyg20_data\F003_077.wav	qomandanliq shtabi eslidiki urush pilanini özger
thuyg20_data\F004_001.wav	yillarning ötüshi bilen ademmu qériydiken hazir apamning chachliri pütünley aqirip ketti
thuyg20_data\F004_002.wav	u bir tüz köngül semimiy sadiq adem
thuyg20_data\F004_003.wav	bu tékistning artuqchiliqi sözining rawanliqida
thuyg20_data\F004_006.wav	u köyün’gen halda ten salametlikingge diqqet qilghin dédi
thuyg20_data\F004_004.wav	bu maqale shyaw wang teminligen matériyalgha tayinip yézildi
thuyg20_data\F004_005.wav	anam manga künlükni untup qalmasliqimni eskertti
thuyg20_data\F004_007.wav	law lining doklatida pikir rawan bolghachqa kishini bek jelp qilidu
thuyg20_data\F004_008.wav	oqutquchi bir mehel oylan’ghandin kéyin axir bizning telipimizge qoshuldi
thuyg20_data\F004_009.wav	u chong xada tash derya yüzide choqchiyip chiqip turatti
thuyg20_data\F004_010.wav	yérim yildin buyan bir a’ile kishiliri jem bolup bir wax tamaq yéyishimizmu kem boldi
thuyg20_data\F004_011.wav	ölgen qayta tirilmeydu axiretlik ishlirini jayida bir terep qilghininglar tüzük
thuyg20_data\F004_013.wav	qurulush tamamlan’ghandin kéyin yuqiri derijilik tarmaqlar kélip tekshürüp ötküzüwalidu
thuyg20_data\F004_012.wav	séning bu sözüng heqiqiy ehwalini pütünley burmiliwetti
thuyg20_data\F004_014.wav	bultur zawutimiz pütün yilliq ishlepchiqirish wezipisini muddettin bir ay burun tamamlidi
thuyg20_data\F004_016.wav	mushundaq xewplik peytte shopur jiddiy tormuz qilip mashina weyran bolup ademler talapetke uchrash weqesining aldini élip qaldi
thuyg20_data\F004_017.wav	égizlikte meshghulat qilghanda bixeterlik tasmisini baghlimisa heqiqetenmu xeterlik bolidu
thuyg20_data\F004_019.wav	pikiri bir yerdin chiqqachqa ikki terep toxtamgha nahayiti téz imza qoydi
thuyg20_data\F004_018.wav	trénérning sözliri tenheriketchilerning keypiyatini ünümlük turaqlashturdi
thuyg20_data\F004_021.wav	sa’etning her künlük xataliq perqi on nechche minutqa yétidu
thuyg20_data\F004_022.wav	tenheriket komandisidikiler her yili hawa shalang égizlikke bérip sapa meshiqi élip baridu
thuyg20_data\F004_023.wav	suyuq umash bilen azraq chilighan sey uning etigenlik nashtisi idi
thuyg20_data\F004_020.wav	xelq ammisi pütmes tügimes küchke ige
thuyg20_data\F004_024.wav	shakichik omaq tétik bolup kishining amraqliqi kélidu
thuyg20_data\F004_028.wav	ikki terepning uchrishishi semimiy bolghachqa uqushmasliqlar axir tügitildi
thuyg20_data\F004_025.wav	bu kiyimning rexti sélinip turidu renggi ochuq pasoni yéngi
thuyg20_data\F004_027.wav	öydin ayrilghinimgha qanche uzun bolsa yurtni shunche séghinidikenmen
thuyg20_data\F004_031.wav	köpchilik hemmeylen uninggha ishinidu we uni himaye qilidu
thuyg20_data\F004_030.wav	men bowamgha sowgha qilish üchün shimaning alahide mehsulatliridin sétiwaldim
thuyg20_data\F004_033.wav	shir we yolwas hemmisi yirtquch haywandur
thuyg20_data\F004_032.wav	bu nersining sheklini bir qeghezge sizip bergin
thuyg20_data\F004_036.wav	ammining éhtiyajini chiqish qilish bizning xizmetlirimizdiki izchil dawamlashturuluwatqan yétekchi idiyedur
thuyg20_data\F004_037.wav	sanlarni saxta melum qilip rehberlikning ishenchige érishiwélish bir xil natoghra istildur
thuyg20_data\F004_035.wav	her qaysi tarmaqlar otturigha qoyghan tekliplerge bina’en pilan’gha yene bir qétim tüzitish kirgüzduq
thuyg20_data\F004_034.wav	mektep rehberliri bu yilliq xizmet pilanini tüzetmekte
thuyg20_data\F004_038.wav	resmiy bélet tashlap saylashtin ilgiri köpchilik namzatlar isimlikini yene bir qétim muzakire qildi
thuyg20_data\F004_039.wav	qisimda eskerler her yili emeliy urush telipi boyiche meshiq qildurulidu
thuyg20_data\F004_040.wav	dadam bügün manga intayin keskin pozitsiye tutti
thuyg20_data\F004_042.wav	kochidiki né’on chiraghlarning renggareng nurliri közni chaqnatti
thuyg20_data\F004_046.wav	partiyening ishliri üchün hayatimni teqdim qilsammu qilche epsuslanmaymen
thuyg20_data\F004_045.wav	maqalining yaxshi yamanliqi xetning köp azliqi bilen mu’eyyen baghlinishliqi yoq
thuyg20_data\F004_047.wav	shu waqitta némilerni déyishkinimizni alliqachan untup qaptimen
thuyg20_data\F004_044.wav	u oqutquchining ögetkini boyiche sinap baqqan idi derweqe muweppeqiyet qazandi
thuyg20_data\F004_048.wav	bu tuyuqsiz özgirishtin pütün meydandiki tamashibinlar tasadipiyliq hés qildi
thuyg20_data\F004_049.wav	udulimizda kéliwatqan bu ademning qiyapiti intayin normalsiz körünidu
thuyg20_data\F004_051.wav	uning sözliri olturghanlar arisida keskin munazire qozghiwetti
thuyg20_data\F004_050.wav	yer asti öyi qarangghu hem zey
thuyg20_data\F004_055.wav	uning hayat chéghidiki dostlirimu kélip teziye yighinigha qatnashti
thuyg20_data\F004_054.wav	yashliq naxshisi munewwer edebiy eserdur
thuyg20_data\F004_053.wav	u köpchilikni toluq jasaretke kélip bu taghdin artilip ötüshke righbetlendürdi
thuyg20_data\F004_052.wav	men yuqirining qollan’ghan tedbirini qollaymen
thuyg20_data\F004_059.wav	men axiri aliy mektepke öttüm bu tamamen oqutquchimning köngül qoyup terbiyelishidin boldi
thuyg20_data\F004_058.wav	bu töpilik méwe derixi östürüshke muwapiq kélidu
thuyg20_data\F004_056.wav	u ikkisining epliship qalghanliqi heqiqetenmu qana’etlinerlik axirlishish boldi
thuyg20_data\F004_057.wav	uning ayropilan kütküchisi bolush tiliki axir emelge ashti
thuyg20_data\F004_061.wav	alqish sadaliri ichide u xudini yoqatqandek boldi
thuyg20_data\F004_063.wav	kelgüsige nezer tashlisaq ishenchimiz tolup tashidu
thuyg20_data\F004_064.wav	bu qézilma yadikarliq intayin qimmetlik
thuyg20_data\F004_065.wav	bu dangliq yash artisning oghri bolup chiqishi kishini heyran qalduridu
thuyg20_data\F004_066.wav	uning pochérkisi intayin tekshi
thuyg20_data\F004_069.wav	altun zenjir nurghunlighan ayallarning zinnet buyumi bolup qaldi
thuyg20_data\F004_067.wav	bir türküm bibaha etiwarliq qushlar qutquzuwélindi
thuyg20_data\F004_068.wav	u muzika etritimizning dirizhori
thuyg20_data\F004_070.wav	partiye dölet rehberliri heywetlik tiyen’enmén munbirige chiqti
thuyg20_data\F004_071.wav	bu qétimqi imtihan chingraq bolidu idiyenglarda teyyarliq bolsun
thuyg20_data\F004_073.wav	déhqanlar warqirap balilarning étizdin qara chéketke tutushini tosmaqta
thuyg20_data\F004_072.wav	u gürüchtiki ushshaq tashlarni köngül qoyup térip chiqti
thuyg20_data\F004_074.wav	u ottuz yil ilgiri özini oqutqan sün mu’ellimge hörmet bilen chongqur tezim qildi
thuyg20_data\F004_075.wav	doxturlar etrapingda perwanidek aylinip yürüptu
thuyg20_data\F005_001.wav	ghulja shehiridiki üch xususiy ichimlik zawuti péchetlendi
thuyg20_data\F004_076.wav	tamaqtin burun téz mangsa qandiki may miqdari töwenleydu
thuyg20_data\F005_002.wav	ilyas ders waqtida mu’ellimning sözige da’im qoshuq sélip tertipni buzidu
thuyg20_data\F005_003.wav	u tughma sepra mijez bolup héch kimning gépini anglimaydu
thuyg20_data\F005_005.wav	qanche köp yazsaqmu uning on mingdin birini teswirlep bolalmaymiz
thuyg20_data\F005_006.wav	ular otturisidiki dostane munasiwet shuningdin étibaren buzuldi
thuyg20_data\F005_007.wav	su téjesh tedbirliri arqiliq ichki yoshurun küchni qézishqa bolidu
thuyg20_data\F005_009.wav	bu yéza aqiwette chong yighinda tenqidlinip jerimane töligen
thuyg20_data\F005_008.wav	oblastimiz yerlik zapas ashliqni merkezleshtürüp bashquridu
thuyg20_data\F005_010.wav	méyi köp yémekliklerdin imkan bar perhiz tutush kérek
thuyg20_data\F005_011.wav	kélerki hepte hawa témpératurisi nöl gradusqa chüshidu
thuyg20_data\F005_013.wav	réstoran kishilerni özige magnittek tartmaqta
thuyg20_data\F005_014.wav	ulargha pul bergendimu hergiz pixsiqliq qilmaydiken
thuyg20_data\F005_012.wav	ularning güzel kelgüsige tolup tashqan ishenchi bar
thuyg20_data\F006_016.wav	shek shübhisizki bu éniq heqiqettur ulugh perwerdigaringni mushriklarning étirazliridin pak étiqad qilghin
thuyg20_data\F006_018.wav	intayin az perq bilen méksika zungtung saylimida meghlup bolghandin kéyin lopéz owlador kishilerge rehberlik qilip keng kölemlik namayish qiliwatidu
thuyg20_data\F007_002.wav	u lénin’grad qorshawda qalghan künlerde erkin bilen xizmet tüpeyli tonushup qalghan idi erkin tamamen ishinetti
thuyg20_data\F007_001.wav	men konéfqa ikki tanka guruppiwoy armiyesini bérlin’gha jenub tereptin hujum qildurushni buyrumaqchi boluwatimen
thuyg20_data\F007_007.wav	qatilning konisheher nahiyesining awat yézisida yer höddige élip kéwez tériwatqinigha bir nechche yil bolghan idi
thuyg20_data\F007_015.wav	kémiki séhirgerlerning qéshigha bérishni tashlisa allah uni sewr we tewhidning qelbide yerlishishi bilen rizqilanduridu
thuyg20_data\F007_010.wav	he rast gézit botkisi achamsen ya
thuyg20_data\F008_002.wav	éléktr chiraghliri qedimki yadname tewerrük buyumlar tizilghan hujrigha nur chéchip turatti
